id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
1,Internal,0.0,2023-04-23 19:29:03,2023-04-23 19:29:03,VNM,16.5,107.5,VNM,16.5,107.5
2,Internal,0.018521524589827226,2023-04-23 19:29:03,2023-04-30 13:43:58,VNM,16.5,107.5,VNM,16.5,107.5
3,Internal,0.013763084322009483,2023-04-30 13:43:58,2023-05-05 14:17:50,VNM,16.5,107.5,VNM,16.5,107.5
4,Internal,0.06895860438943646,2023-05-05 14:17:50,2023-05-30 18:22:29,VNM,16.5,107.5,VNM,16.5,107.5
5,Internal,0.024922314487808822,2023-05-30 18:22:29,2023-06-08 20:41:39,VNM,16.5,107.5,VNM,16.5,107.5
6,Internal,0.042269834080080226,2023-06-08 20:41:39,2023-06-24 06:58:40,VNM,16.5,107.5,VNM,16.5,107.5
7,External,0.06895228114673893,2023-06-24 06:58:40,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
8,Internal,0.00958642475680313,2023-06-24 06:58:40,2023-06-27 18:57:18,VNM,16.5,107.5,VNM,16.5,107.5
9,Internal,0.005364690199009092,2023-06-27 18:57:18,2023-06-29 17:56:59,VNM,16.5,107.5,VNM,16.5,107.5
10,External,0.06496007030058365,2023-06-29 17:56:59,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
11,External,0.05948061824564149,2023-06-29 17:56:59,2023-07-21 10:59:59,VNM,16.5,107.5,KHM,13.0,105.0
12,External,0.0593658563899358,2023-06-27 18:57:18,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
13,Internal,0.0070764712237136596,2023-06-08 20:41:39,2023-06-11 10:41:02,VNM,16.5,107.5,VNM,16.5,107.5
14,Internal,0.015506491266190761,2023-06-11 10:41:02,2023-06-17 02:31:15,VNM,16.5,107.5,VNM,16.5,107.5
15,Internal,0.02025868018569371,2023-06-17 02:31:15,2023-06-24 11:59:13,VNM,16.5,107.5,KHM,13.0,105.0
16,Internal,0.033825997511236404,2023-06-24 11:59:13,2023-07-06 20:18:10,KHM,13.0,105.0,KHM,13.0,105.0
17,External,0.020855844902970287,2023-07-06 20:18:10,2023-07-14 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
18,External,0.029075022985269837,2023-07-06 20:18:10,2023-07-17 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
19,Internal,0.023485666925446062,2023-06-24 11:59:13,2023-07-03 01:43:17,KHM,13.0,105.0,KHM,13.0,105.0
20,External,0.05037425768048975,2023-07-03 01:43:17,2023-07-21 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
21,External,0.0037989152147319613,2023-07-03 01:43:17,2023-07-04 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
22,Internal,0.008925461632038958,2023-06-17 02:31:15,2023-06-20 08:42:29,VNM,16.5,107.5,VNM,16.5,107.5
23,Internal,0.006438771131428711,2023-06-20 08:42:29,2023-06-22 17:06:42,VNM,16.5,107.5,VNM,16.5,107.5
24,Internal,0.009887219928954957,2023-06-22 17:06:42,2023-06-26 07:43:25,VNM,16.5,107.5,VNM,16.5,107.5
25,Internal,0.010536727661398529,2023-06-26 07:43:25,2023-06-30 04:01:31,VNM,16.5,107.5,CHN,35.0,105.0
26,External,0.06380987649275052,2023-06-30 04:01:31,2023-07-23 11:00:00,CHN,35.0,105.0,CHN,35.0,105.0
27,External,0.06380987649275052,2023-06-30 04:01:31,2023-07-23 11:00:00,CHN,35.0,105.0,CHN,35.0,105.0
28,External,0.0661274260718495,2023-06-26 07:43:25,2023-07-20 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
29,Internal,0.014795488439316606,2023-06-22 17:06:42,2023-06-28 02:43:12,VNM,16.5,107.5,VNM,16.5,107.5
30,Internal,0.017099946384556516,2023-06-28 02:43:12,2023-07-04 08:30:56,VNM,16.5,107.5,VNM,16.5,107.5
31,External,0.030420581039917002,2023-07-04 08:30:56,2023-07-15 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
32,Internal,0.003657878476580334,2023-07-04 08:30:56,2023-07-05 16:33:31,VNM,16.5,107.5,VNM,16.5,107.5
33,External,0.03498188064563622,2023-07-05 16:33:31,2023-07-18 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
34,External,0.04868051078265055,2023-07-05 16:33:31,2023-07-23 11:00:00,VNM,16.5,107.5,LAO,18.0,105.0
35,Internal,0.01680709444247408,2023-06-28 02:43:12,2023-07-04 05:57:01,VNM,16.5,107.5,VNM,16.5,107.5
36,External,0.058110693256028106,2023-07-04 05:57:01,2023-07-25 11:00:00,VNM,16.5,107.5,THA,15.0,100.0
37,External,0.0361928850369416,2023-07-04 05:57:01,2023-07-17 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
38,External,0.046836978776132326,2023-06-20 08:42:29,2023-07-07 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
39,Internal,0.022523403536016798,2023-06-11 10:41:02,2023-06-19 15:59:21,VNM,16.5,107.5,VNM,16.5,107.5
40,External,0.0816222404670887,2023-06-19 15:59:21,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
41,Internal,0.003432044844935797,2023-06-19 15:59:21,2023-06-20 22:03:13,VNM,16.5,107.5,VNM,16.5,107.5
42,Internal,0.023000271762949984,2023-06-20 22:03:13,2023-06-29 07:32:10,VNM,16.5,107.5,VNM,16.5,107.5
43,External,0.04423101974954598,2023-06-29 07:32:10,2023-07-15 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
44,External,0.06614882796885986,2023-06-29 07:32:10,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
45,Internal,0.02781538641474629,2023-06-20 22:03:13,2023-07-01 01:43:00,VNM,16.5,107.5,VNM,16.5,107.5
46,External,0.01749809687866316,2023-07-01 01:43:00,2023-07-07 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
47,External,0.055854261262121396,2023-07-01 01:43:00,2023-07-21 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
48,Internal,0.021838413589825773,2023-05-30 18:22:29,2023-06-07 17:40:45,VNM,16.5,107.5,VNM,16.5,107.5
49,Internal,0.005888681043607208,2023-06-07 17:40:45,2023-06-09 21:15:50,VNM,16.5,107.5,VNM,16.5,107.5
50,Internal,0.0063446705659934155,2023-06-09 21:15:50,2023-06-12 04:50:36,VNM,16.5,107.5,VNM,16.5,107.5
51,External,0.0965932124604868,2023-06-12 04:50:36,2023-07-17 11:00:00,VNM,16.5,107.5,KHM,13.0,105.0
52,External,0.0965932124604868,2023-06-12 04:50:36,2023-07-17 11:00:00,VNM,16.5,107.5,CHN,35.0,105.0
53,External,0.11937623919085194,2023-06-09 21:15:50,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
54,External,0.03485396133030097,2023-06-07 17:40:45,2023-06-20 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
55,Internal,0.004364933736492604,2023-05-05 14:17:50,2023-05-07 04:32:03,VNM,16.5,107.5,VNM,16.5,107.5
56,Internal,0.0025280664594472535,2023-05-07 04:32:03,2023-05-08 02:40:48,VNM,16.5,107.5,VNM,16.5,107.5
57,Internal,0.049548214879894276,2023-05-08 02:40:48,2023-05-26 04:43:20,VNM,16.5,107.5,VNM,16.5,107.5
58,Internal,0.009294840185052028,2023-05-26 04:43:20,2023-05-29 14:08:42,VNM,16.5,107.5,VNM,16.5,107.5
59,Internal,0.037586839024936855,2023-05-29 14:08:42,2023-06-12 07:24:21,VNM,16.5,107.5,VNM,16.5,107.5
60,Internal,0.011927249580719765,2023-06-12 07:24:21,2023-06-16 15:53:19,VNM,16.5,107.5,VNM,16.5,107.5
61,Internal,0.05139221493127476,2023-06-16 15:53:19,2023-07-05 10:05:04,VNM,16.5,107.5,VNM,16.5,107.5
62,External,0.022022319141875177,2023-07-05 10:05:04,2023-07-13 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
63,External,0.05489903147061863,2023-07-05 10:05:04,2023-07-25 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
64,Internal,0.0013740238149861361,2023-06-16 15:53:19,2023-06-17 03:55:30,VNM,16.5,107.5,VNM,16.5,107.5
65,Internal,0.011927678847508297,2023-06-17 03:55:30,2023-06-21 12:24:41,VNM,16.5,107.5,VNM,16.5,107.5
66,Internal,0.003987029495749139,2023-06-21 12:24:41,2023-06-22 23:20:16,VNM,16.5,107.5,VNM,16.5,107.5
67,External,0.058865527942263754,2023-06-22 23:20:16,2023-07-14 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
68,External,0.08352306218893503,2023-06-22 23:20:16,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
69,External,0.07381146154766983,2023-06-21 12:24:41,2023-07-18 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
70,Internal,0.0035511159669286974,2023-06-17 03:55:30,2023-06-18 11:01:58,VNM,16.5,107.5,VNM,16.5,107.5
71,External,0.0684893942912351,2023-06-18 11:01:58,2023-07-13 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
72,External,0.07122912031859249,2023-06-18 11:01:58,2023-07-14 10:59:59,VNM,16.5,107.5,CHN,35.0,105.0
73,Internal,0.031096936385961185,2023-06-12 07:24:21,2023-06-23 15:48:54,VNM,16.5,107.5,THA,15.0,100.0
74,External,0.08712155959665197,2023-06-23 15:48:54,2023-07-25 11:00:00,THA,15.0,100.0,CHN,35.0,105.0
75,Internal,0.005169198395045274,2023-06-23 15:48:54,2023-06-25 13:05:50,THA,15.0,100.0,THA,15.0,100.0
76,External,0.08195236120160669,2023-06-25 13:05:50,2023-07-25 11:00:00,THA,15.0,100.0,THA,15.0,100.0
77,External,0.035377018735848906,2023-06-25 13:05:50,2023-07-08 11:00:00,THA,15.0,100.0,THA,15.0,100.0
78,External,0.06265465007603443,2023-05-29 14:08:42,2023-06-21 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
79,Internal,0.055361193732661934,2023-05-26 04:43:20,2023-06-15 09:41:11,VNM,16.5,107.5,KHM,13.0,105.0
80,Internal,0.035855990535247045,2023-06-15 09:41:11,2023-06-28 11:47:05,KHM,13.0,105.0,KHM,13.0,105.0
81,Internal,0.007773425389407063,2023-06-28 11:47:05,2023-07-01 07:52:48,KHM,13.0,105.0,KHM,13.0,105.0
82,External,0.0633698395079286,2023-07-01 07:52:48,2023-07-24 11:00:00,KHM,13.0,105.0,CHN,35.0,105.0
83,External,0.038712305261257324,2023-07-01 07:52:48,2023-07-15 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
84,Internal,0.0074459562671825436,2023-06-28 11:47:05,2023-07-01 05:00:41,KHM,13.0,105.0,KHM,13.0,105.0
85,External,0.06643703465751051,2023-07-01 05:00:41,2023-07-25 11:00:00,KHM,13.0,105.0,LAO,18.0,105.0
86,External,0.04725895246578139,2023-07-01 05:00:41,2023-07-18 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
87,Internal,0.0003550286817667059,2023-06-15 09:41:11,2023-06-15 12:47:47,KHM,13.0,105.0,KHM,13.0,105.0
88,Internal,0.021287707154485955,2023-06-15 12:47:47,2023-06-23 07:16:36,KHM,13.0,105.0,KHM,13.0,105.0
89,External,0.05795925932230138,2023-06-23 07:16:36,2023-07-14 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
90,External,0.04152090315792965,2023-06-23 07:16:36,2023-07-08 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
91,Internal,0.004300512412018703,2023-06-15 12:47:47,2023-06-17 02:28:08,KHM,13.0,105.0,KHM,13.0,105.0
92,External,0.014672481461996512,2023-06-17 02:28:08,2023-06-22 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
93,Internal,0.004794430458086127,2023-06-17 02:28:08,2023-06-18 20:28:05,KHM,13.0,105.0,KHM,13.0,105.0
94,External,0.0701520236066825,2023-06-18 20:28:05,2023-07-14 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
95,External,0.0701520236066825,2023-06-18 20:28:05,2023-07-14 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
96,Internal,0.021489870956159257,2023-05-08 02:40:48,2023-05-15 22:55:52,VNM,16.5,107.5,VNM,16.5,107.5
97,Internal,0.013469785433280673,2023-05-15 22:55:52,2023-05-20 20:55:36,VNM,16.5,107.5,VNM,16.5,107.5
98,Internal,0.10016921164490548,2023-05-20 20:55:36,2023-06-26 10:24:32,VNM,16.5,107.5,VNM,16.5,107.5
99,External,0.057601713819064385,2023-06-26 10:24:32,2023-07-17 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
100,Internal,0.010682374529515565,2023-06-26 10:24:32,2023-06-30 07:59:11,VNM,16.5,107.5,VNM,16.5,107.5
101,External,0.06883714750863533,2023-06-30 07:59:11,2023-07-25 11:00:00,VNM,16.5,107.5,CHN,35.0,105.0
102,External,0.052398791344263604,2023-06-30 07:59:11,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
103,Internal,0.01540593669628268,2023-05-20 20:55:36,2023-05-26 11:52:57,VNM,16.5,107.5,VNM,16.5,107.5
104,Internal,0.0017274205156274924,2023-05-26 11:52:57,2023-05-27 03:00:53,VNM,16.5,107.5,VNM,16.5,107.5
105,Internal,0.03939433935802103,2023-05-27 03:00:53,2023-06-10 12:06:33,VNM,16.5,107.5,VNM,16.5,107.5
106,External,0.11220213300346824,2023-06-10 12:06:33,2023-07-21 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
107,Internal,0.04420221203295009,2023-06-10 12:06:33,2023-06-26 15:19:14,VNM,16.5,107.5,VNM,16.5,107.5
108,External,0.06526019494316075,2023-06-26 15:19:14,2023-07-20 10:59:59,VNM,16.5,107.5,THA,15.0,100.0
109,External,0.06252046891580336,2023-06-26 15:19:14,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
110,Internal,0.015046546041631415,2023-05-27 03:00:53,2023-06-01 14:49:21,VNM,16.5,107.5,VNM,16.5,107.5
111,Internal,0.004279981291271828,2023-06-01 14:49:21,2023-06-03 04:18:55,VNM,16.5,107.5,VNM,16.5,107.5
112,External,0.1158315888642143,2023-06-03 04:18:55,2023-07-15 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
113,External,0.14048912311088557,2023-06-03 04:18:55,2023-07-24 11:00:00,VNM,16.5,107.5,LAO,18.0,105.0
114,External,0.11737184412812873,2023-06-01 14:49:21,2023-07-14 10:59:59,VNM,16.5,107.5,CHN,35.0,105.0
115,Internal,0.004459306746357583,2023-05-26 11:52:57,2023-05-28 02:56:46,VNM,16.5,107.5,VNM,16.5,107.5
116,Internal,0.04391414072308078,2023-05-28 02:56:46,2023-06-13 03:38:02,VNM,16.5,107.5,VNM,16.5,107.5
117,Internal,0.021680989182665727,2023-06-13 03:38:02,2023-06-21 01:33:34,VNM,16.5,107.5,VNM,16.5,107.5
118,Internal,0.016522206096764094,2023-06-21 01:33:34,2023-06-27 02:17:38,VNM,16.5,107.5,VNM,16.5,107.5
119,External,0.07770615423790551,2023-06-27 02:17:38,2023-07-25 11:00:00,VNM,16.5,107.5,KHM,13.0,105.0
120,External,0.06400752410089118,2023-06-27 02:17:38,2023-07-20 10:59:59,VNM,16.5,107.5,LAO,18.0,105.0
121,External,0.03395438773189749,2023-06-21 01:33:34,2023-07-03 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
122,External,0.102210719380321,2023-06-13 03:38:02,2023-07-20 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
123,Internal,0.01624216685014343,2023-05-28 02:56:46,2023-06-03 01:13:39,VNM,16.5,107.5,VNM,16.5,107.5
124,Internal,0.006607018245411267,2023-06-03 01:13:39,2023-06-05 11:06:18,VNM,16.5,107.5,VNM,16.5,107.5
125,External,0.1205359489804897,2023-06-05 11:06:18,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
126,Internal,0.011018556620483677,2023-06-05 11:06:18,2023-06-09 11:37:39,VNM,16.5,107.5,VNM,16.5,107.5
127,External,0.0903393101682769,2023-06-09 11:37:39,2023-07-12 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
128,External,0.10951739236000602,2023-06-09 11:37:39,2023-07-19 11:00:00,VNM,16.5,107.5,LAO,18.0,105.0
129,Internal,0.020480084835324097,2023-06-03 01:13:39,2023-06-10 12:37:59,VNM,16.5,107.5,VNM,16.5,107.5
130,Internal,0.01640843414322017,2023-06-10 12:37:59,2023-06-16 12:22:15,VNM,16.5,107.5,CHN,35.0,105.0
131,External,0.09573390030207148,2023-06-16 12:22:15,2023-07-21 10:59:59,CHN,35.0,105.0,CHN,35.0,105.0
132,External,0.040939379754241514,2023-06-16 12:22:15,2023-07-01 11:00:00,CHN,35.0,105.0,CHN,35.0,105.0
133,Internal,0.030138880207786947,2023-06-10 12:37:59,2023-06-21 12:38:59,VNM,16.5,107.5,VNM,16.5,107.5
134,External,0.07652400218278992,2023-06-21 12:38:59,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
135,External,0.07652400218278992,2023-06-21 12:38:59,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
136,Internal,0.0461957457619859,2023-05-15 22:55:52,2023-06-01 19:36:21,VNM,16.5,107.5,VNM,16.5,107.5
137,Internal,0.03680653751709037,2023-06-01 19:36:21,2023-06-15 06:01:52,VNM,16.5,107.5,VNM,16.5,107.5
138,Internal,0.007892193018133806,2023-06-15 06:01:52,2023-06-18 03:10:01,VNM,16.5,107.5,VNM,16.5,107.5
139,External,0.05568870035336919,2023-06-18 03:10:01,2023-07-08 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
140,Internal,0.02223801105320207,2023-06-18 03:10:01,2023-06-26 05:58:19,VNM,16.5,107.5,VNM,16.5,107.5
141,External,0.03345068930016712,2023-06-26 05:58:19,2023-07-08 11:00:00,VNM,16.5,107.5,KHM,13.0,105.0
142,Internal,0.01204527285023646,2023-06-26 05:58:19,2023-06-30 15:29:18,VNM,16.5,107.5,VNM,16.5,107.5
143,External,0.026884868504645443,2023-06-30 15:29:18,2023-07-10 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
144,External,0.06250130686097366,2023-06-30 15:29:18,2023-07-23 11:00:00,VNM,16.5,107.5,THA,15.0,100.0
145,Internal,0.01169357662416029,2023-06-15 06:01:52,2023-06-19 12:28:01,VNM,16.5,107.5,VNM,16.5,107.5
146,Internal,0.025875853883366856,2023-06-19 12:28:01,2023-06-28 23:08:22,VNM,16.5,107.5,VNM,16.5,107.5
147,External,0.053408723138004516,2023-06-28 23:08:22,2023-07-18 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
148,External,0.06710735327501885,2023-06-28 23:08:22,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
149,External,0.04914759071998531,2023-06-19 12:28:01,2023-07-07 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
150,Internal,0.01883771382911273,2023-06-01 19:36:21,2023-06-08 16:37:28,VNM,16.5,107.5,VNM,16.5,107.5
151,Internal,0.06344641684483206,2023-06-08 16:37:28,2023-07-01 20:24:54,VNM,16.5,107.5,VNM,16.5,107.5
152,External,0.06467864268040636,2023-07-01 20:24:54,2023-07-25 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
153,External,0.023582752269363363,2023-07-01 20:24:54,2023-07-10 10:59:59,VNM,16.5,107.5,KHM,13.0,105.0
154,Internal,0.019143899906211972,2023-06-08 16:37:28,2023-06-15 16:19:30,VNM,16.5,107.5,VNM,16.5,107.5
155,External,0.062405817153268664,2023-06-15 16:19:30,2023-07-08 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
156,Internal,0.015879200496927426,2023-06-15 16:19:30,2023-06-21 11:25:36,VNM,16.5,107.5,VNM,16.5,107.5
157,External,0.06570469884807036,2023-06-21 11:25:36,2023-07-15 10:59:59,VNM,16.5,107.5,THA,15.0,100.0
158,Internal,0.06027231241026783,2023-06-21 11:25:36,2023-07-13 11:24:44,VNM,16.5,107.5,VNM,16.5,107.5
159,External,0.01639129054745947,2023-07-13 11:24:44,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
160,External,0.021870742602174253,2023-07-13 11:24:44,2023-07-21 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
161,Internal,0.0968462559615314,2023-05-07 04:32:03,2023-06-11 12:54:26,VNM,16.5,107.5,VNM,16.5,107.5
162,Internal,0.026829140775178076,2023-06-11 12:54:26,2023-06-21 07:55:50,VNM,16.5,107.5,VNM,16.5,107.5
163,Internal,0.006592851355653212,2023-06-21 07:55:50,2023-06-23 17:41:02,VNM,16.5,107.5,VNM,16.5,107.5
164,External,0.02389450980945136,2023-06-23 17:41:02,2023-07-02 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
165,External,0.059510948165552205,2023-06-23 17:41:02,2023-07-15 10:59:59,VNM,16.5,107.5,KHM,13.0,105.0
166,Internal,0.0057244357096678244,2023-06-21 07:55:50,2023-06-23 10:04:36,VNM,16.5,107.5,VNM,16.5,107.5
167,External,0.07133826792119453,2023-06-23 10:04:36,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
168,Internal,0.013619844921993973,2023-06-23 10:04:36,2023-06-28 09:23:11,VNM,16.5,107.5,VNM,16.5,107.5
